guid,label,premise,hypothesis,expl1,template
6864661881.jpg#0r1e,entailment,A man in a small green clearing is bent over behind an olive-green car and surrounded by bushes and a brick archway.,A man in a small green clearing is bent over,A man is in a small green clearing.,
4093458757.jpg#2r1n,entailment,A man sitting at a desk looking at an envelope.,Man sitting at a desk,The second sentence is less descriptive of the man,
1223671563.jpg#4r1n,neutral,A crowd watching construction work taking place.,construction work taking place,Just because a crowd watching construction work taking place does not indicate that construction work taking place,
2814050407.jpg#2r1e,entailment,Two men are standing in front of a cash register with several items.,Two men are standing in front of a cash register with several items.,"If two men are standing in front of the cash register with several items, they are standing in front of a cash register with several items.",
275401000.jpg#2r1e,entailment,Two dogs play with a green ball on a wooden deck.,two dogs play,Two dogs play with a green ball shows that two dogs play.,
2528117348.jpg#1r1e,entailment,A man is painting a yellow line on the street.,a man is painting,A man is painting a yellow line on the street is still painting.,
2437798869.jpg#3r1e,entailment,A man in a lift bucket is trimming tree branches.,a man in a lift bucket,A man is in a lift bucket regardless of trimming or not.,
2683823978.jpg#1r1e,entailment,Two women with decorated bicycles one is wearing a red backpack and the other has a black helmet and pink sweatshirt.,Two women with decorated bicycles one is wearing a red backpack and the other has a black helmet and pink sweatshirt.,Women are women.,
2444073390.jpg#4r1e,entailment,A man is watching as a man inflates a balloon.,A man inflates a balloon.,"""a man inflates a balloon"" is a rephrasing of ""a man inflates a balloon""",
191227760.jpg#3r3e,entailment,A guy is singing into a microphone.,A guy is singing,The guys is singing because he sings into the microphone.,
3418373237.jpg#3r1e,entailment,A man wearing a green scarf is using a pottery wheel.,A man wearing a green scarf is using a pottery wheel,A man wearing a green scarf is trying to make a pottery,
2318744295.jpg#1r1e,entailment,A lot of people in a meeting with a man in the back standing with a black shirt and black hat.,A lot of people in a meeting with a man in the back standing with a black shirt and black hat,Sentence 1 and 2 are exactly the same - sentence 2 does not have a period - people are meeting,
2046332896.jpg#3r1e,entailment,Two kids eating ice cream on some train tracks.,Two kids eating ice cream,If kids are eating on train tracks they ore obviously eating.,
469617651.jpg#3r1e,entailment,Some people are sitting in seats under a white framed glass canopy.,people are sitting,Sitting in seats is still a form of sitting.,
3597210806.jpg#1r1e,entailment,A boy dunks a basketball on a low hoop by the road.,A boy dunks a basketball,"The boy dunks the basketball, this is a reiteration.",
787401823.jpg#0r1e,entailment,A young woman in a dark hat is sitting on something in the large body of water with green mountains in the background and her legs are in the water.,A young woman in a dark hat is sitting on something in the large body of water with green mountains in the background and her legs are in the water.,"The sentences are duplicates, so the woman must be sitting near the mountains with her legs in the water.",
4811861915.jpg#0r1e,entailment,A woman is talking on a cellphone on the curb in front of a restaurant.,a woman is talking,You talk on a cellphone.,
3475092236.jpg#3r1e,entailment,A group of people stand and wait to see something.,group of people stand and wait,Wait to see something implies that they wait.,
4239908991.jpg#0r1e,entailment,two men are sitting on a rock and the one with blue and strip tee is eating.,Two men are sitting on a rock,"If they are sitting on a rock and one is eating, they are still sitting on a rock.",
3258844689.jpg#0r1e,entailment,A man in a gray shirt plays electric guitar while a shirtless man in the background plays drums.,A man in a gray shirt plays electric guitar,A man in a gray shirt who plays electric guitar does just that.,
3268171814.jpg#1r1c,contradiction,Group of people sitting on some chairs on their rooftop with a goat.,group of people,There either a group of people with a goat or just a group of people.,
3970655283.jpg#0r1e,entailment,A small band made up of 4 young guys are in the middle of a performance.,A small band made up of 4 young guys are in the middle of a performance,"Sentence 2 restates Sentence 1 exactly, in which a small band made up of 4 young guys are in the middle of a performance.",
5083928348.jpg#4r1e,entailment,People are transporting pigs on a truck.,People are transporting pigs,People are transporting pigs is the same as people are transporting pigs,
3430779304.jpg#0r1e,entailment,Two cowboys rope a steer from horseback in an indoor corral.,Two cowboys rope a steer,Two cowboys rope a steer from horseback.,
468694416.jpg#3r1e,entailment,Two women hold a red and white flag while two other women look on.,women hold a red and white flag .,A flag doesn't have to be white.,
4897542943.jpg#4r1e,entailment,A man plays buckets like drums.,A man plays buckets like drums,"""A man plays buckets like drums"" is an exact restatement of ""a man plays buckets like drums.""",
84819693.jpg#1r1e,entailment,A man is climbing up a coconut tree while holding coconut.,a man is climbing,There is a man climbing.,
3090923153.jpg#1r2e,entailment,A man plays the drums with a serious expression.,a man plays the drums,Both sentences are referring to man plays the drums,
6042049207.jpg#4r1e,entailment,A man stretches out on the floor.,A man stretches out on the floor,stretches out on the floor can also be said as stretches out on the floor,
4187922589.jpg#0r1e,entailment,A group of eight people pose for a picture while eating a meal together.,A group of eight people pose for a picture,"""while eating a meal together"" is extra information.",
3585598356.jpg#0r1e,entailment,Two girls dressed in costume with purple flowers in their hair strike a pose for the camera.,Two girls dressed in costume with purple flowers in their hair strike a pose for the camera.,"The phrase "" Two girls dressed in costume with purple flowers in their hair strike a pose for the camera."" is repeated verbatim.",
7879838102.jpg#4r1e,entailment,A guy is skateboarding in front of a crowd.,A guy is skateboarding,A guy is skateboarding with a crowd watching.,
4945277384.jpg#4r1e,entailment,Two men are looking at a advertisement for Levis.,Two men are looking at a advertisement,The advertisement is for Levis.,
254153310.jpg#4r1e,entailment,A group of people standing around in a room.,a group of people standing,A group of people standing around in a room are a group of people standing.,
2089542487.jpg#0r1e,entailment,"The man is posing for a picture in the desert wearing a green shirt and hat, and holding a metal detector.",the man is posing,A man in front of a picture means he's posing,
1355450069.jpg#4r1e,entailment,A man is climbing up a wall,A man is climbing,A Man climbing up a wall is definitely climbing.,
4708960542.jpg#4r1e,entailment,A lady walking in a deserted area.,A lady walking in a desert,A deserted area is a desert.,
1557838421.jpg#1r1e,entailment,Two dogs wrestle with each other with their teeth bared.,Dogs wrestle with each other with their teeth bared.,two dogs are dogs,
3511660143.jpg#4r1e,entailment,A young girl carries a toddler on her back.,A young girl carries a toddler on her back,"""A young girl carries a toddler on her back."" is just repeated twice here. Same sentence.",
4238762387.jpg#3r1e,entailment,A woman behind a glass smiling and holding the peace sign.,A woman behind a glass smiling .,holding up a peace sign gives context to what the woman is doing,
3553056438.jpg#3r1e,entailment,Two children are sitting on hay in front of pumpkins and play witches.,Two children are sitting on hay,Two children are siting on hay in front of pumpkins and play witches,
560278886.jpg#0r1e,entailment,The soccer player in the checked shirt is moving the ball pursued by the players on the other team.,The soccer player in the checked shirt is moving the ball,moving the ball can occur while being pursued,
7081259615.jpg#0r1e,entailment,A rugby player wearing white short and shirt being tackled by another player wearing blue shorts and trunks; a teammate of he player being tackled is coming up behind the tackled player.,A rugby player wearing white short and shirt being tackled by another player wearing blue shorts and trunks,"Sentence 2 (""A rugby player wearing white short and shirt being tackled by another player wearing blue shorts and trunks"") is an exact duplication of part of sentence 1 (""A rugby player wearing white short and shirt being tackled by another player wearing blue shorts and trunks..."").",
2236756644.jpg#3r1e,entailment,A female in an orange sweatsuit walks down the street.,A female in an orange sweatsuit walks down the street.,A female walks down the street in both sentences.,
3335035034.jpg#0r1e,entailment,Two men playing guitars are standing on a stage with lots of equipment surrounding them.,Men playing guitars are standing on a stage with lots of equipment surrounding them.,The men are playing guitars on stage.,
4766767528.jpg#4r1e,entailment,A man is selling items on a street.,A man is selling items,"""A man is selling items"" is equivalent to ""A man is selling items.""",
4938469951.jpg#2r1e,entailment,People walking past an escalator under a beam and glass ceiling.,People walking past an escalator under a beam and glass ceiling.,"People walking past an escalator under a beam and glass ceiling, the situation has not changed.",
3667939633.jpg#0r1e,entailment,A young man and young woman walk toward the camera while two young men walk away from the camera in a small town near a shop called Hello Berlin.,A young man and young woman walk toward the camera while two young men walk away from the camera,Walk away from the camera is less descriptive way of saying that walk away from the camera in a small town near a shop called Hello Berlin.,
3127239711.jpg#0r1e,entailment,"Two guys are out on a cold walk during Christmas season, perhaps for caroling.",Two guys are out on a cold walk,Two guys out on a cold walk are just that.,
4805120667.jpg#2r1e,entailment,a group of friends gathered together for a little fun with sodas and blowing bubbles.,a group of friends gathered,a group of friends gathered together for a little fun with sodas and blowing bubbles implies a group of friends gathered,
4783176272.jpg#2r1e,entailment,A brown-haired girl balancing on one leg with the other up in the air.,A brown-haired girl balancing on one leg,"Since brown-haired girl is balancing on one leg, the other could be up in the air.",
5249557060.jpg#3r1e,entailment,The women in the flowered pants is doing gardening.,The women in the flowered pants,The women are in flowered pants.,
3427614912.jpg#0r1e,entailment,Two boys are sprinting on a running track.,Two boys are sprinting,"If boys are sprinting on a track, they are sprinting.",
3557295488.jpg#2r1e,entailment,Two men attempt to hit a ball on a sports field with their team members standing by.,Two men attempt to hit a ball on a sports field with their team members standing by,men are on a field,
368881750.jpg#3r1e,entailment,Office workers laugh inside a cubicle.,Workers laugh inside a cubicle.,Office workers are also workers.,
2973355135.jpg#0r1e,entailment,A single canoe with two people rowing in a lake surrounded by scrubs and a magnificent scenery.,two people rowing,Rowing is a way to move a variety of boats including a canoe.,
3006095077.jpg#0r1e,entailment,A couple of men in hats posing for a picture by a gas station.,men in hats,A couple of men are still men.,
2403610816.jpg#4r1e,entailment,Two workers are putting up a billboard.,Two workers are putting up a billboard,Two workers are putting up a billboard is identical to Two workers are putting up a billboard.,
4653291146.jpg#2r1e,entailment,A lady is sitting down near the door.,A lady is sitting,lady is sitting means lady is sitting,
3116379964.jpg#3r1e,entailment,A dog looks on as a woman eats.,A woman eats.,The woman eats.,
86120479.jpg#1r1e,entailment,A man with a hard hat is harnessed to a steel structure.,A man with a hard hat is harnessed to a steel structure,the man is on a structure,
537222436.jpg#3r1e,entailment,A woman in a skirt and boots with a red bag walking down the sidewalk.,A woman in a skirt and boots,A woman in skirt and boots is the same as a woman in skirt and boots.,
2821352858.jpg#3r1e,entailment,Two men are sitting and its a nighttime.,Two men are sitting and its a nighttime.,nightmare is like two men are sitting,
4464247181.jpg#4r1e,entailment,"Lady out with a elder person in wheelchair, in the sun.",person in wheelchair,elder person came out in the sun,
1425919702.jpg#4r3e,entailment,a group of people sitting at a sporting event.,People sitting at a sporting event.,"""People sitting"" is a rephrasing of ""a group of people.""",
3124838157.jpg#2r1e,entailment,three people standing outside a store window with two large signs in the background,three people standing outside a store window,The three people must be standing outside a store window which has signs in the background.,
6593497141.jpg#4r1e,entailment,Two musicians are playing music in a barn.,Musicians are playing music in a barn.,Two musicians are playing shows that  Musicians are playing,
1799188614.jpg#1r1e,entailment,A boy in a swimsuit walking in the sand towards the water,A boy in a swimsuit walking,the boy is walking in the sand towards the water. even if he is just in a swimsuit.,
536533294.jpg#2r1e,entailment,Female child walking on the beach wearing an elmo shirt.,Female child walking on the beach,The child is walking on the beach.,
2884252132.jpg#1r1e,entailment,Blond girl in pink and white dress swinging.,Girl in pink and white dress swinging.,The girl is a girl because she is blond girl.,
4951864621.jpg#0r1e,entailment,A person wearing a colorful short-sleeved shirt and holding some sort of cloth raises both hands above his or her head.,A person wearing a colorful short-sleeved shirt and holding some sort of cloth,A person could raise both hands above his or her head.,
1026685415.jpg#1r1c,contradiction,A wet black dog is carrying a green toy through the grass.,carrying a green toy through the grass.,"The first sentence clearly states that it is a wet black dog, but the second does not have a subject and implies that the subject may be you.",
122019659.jpg#2r1e,entailment,A young boy stands waiting for a baseball to be thrown to him.,a young boy stands,young boy is waiting for baseball,
2689001252.jpg#2r1e,entailment,The girl in yellow is laughing at the girl wearing orange whilst being watched by the girl in blue.,The girl in yellow is laughing at the girl wearing orange,The girl in yellow laughing at the girl wearing orange is part of the description of them whilst being watched by the girl in blue.,
7288559976.jpg#4r1e,entailment,People getting ready for a boat race.,People getting ready,The people are getting ready.,
4914411263.jpg#3r1e,entailment,A man standing next to a hotdog stand.,A hotdog stand,hotdog stand is same as hotdog stand,
3717309680.jpg#3r2e,entailment,A group of people do tricks on motorbikes.,People do tricks on motorbikes.,Both sentences are talking about people and motorbikes.,
4678485216.jpg#1r1e,entailment,"Carnival games at a place called Giorgio, with stuffed animals hanging from the ceiling.","Games at a place called Giorgio, with stuffed animals hanging from the ceiling.","These are exactly the same, the comma was just moved. It talks about carnival games.",
6066650935.jpg#4r1e,entailment,A line of people are biking down a road.,A line of people are biking down a road,"""A line of people are biking down a road."" is same as ""A line of people are biking down a road"".",
2537611154.jpg#4r1e,entailment,Construction workers are working together.,Workers are working together.,The workers refers to the construction workers and they are working together as stated in both sentences,
127488876.jpg#2r3e,entailment,Two golfers look off into the distance with hands blocking the sun.,Two golfers look off into the distance,"In both cases, two golfers look off into the distance.",
2863539038.jpg#0r1e,entailment,An Asian man is cooking several meat on a stick.,An asian man is cooking,The second sentence is less descriptive of what the man is doing,
4908009544.jpg#3r1e,entailment,A group of people waving to a person on a balcony.,People waving to a person on a balcony.,"""A group of people"" can be restated as simply ""people.""",
3903095674.jpg#3r1e,entailment,A Man holding flowers while a dog sits in a bicycle crate.,man holding flowers,A Man holding flowers  is same as A Man holding flowers .,
2612040125.jpg#1r1e,entailment,Two dogs are chasing a soccer ball in front of a playground.,two dogs are chasing a soccer ball,A soccer ball is a ball.,
5214588693.jpg#1r1e,entailment,One football player is in the process of tackling another during a football game.,One football player is in the process of tackling,if one football player is in the process of tackling then one football player must be in the process of tackling.,
4897078710.jpg#0r1e,entailment,"two men in hard hats and bright work shirts are working hard drilling into stone, while attached to harnesses.",two men in hard hats and bright work shirts are working hard,working hard drilling into stone is inferred as  working hard,
4823948097.jpg#4r1e,entailment,A group of Asian men are playing a game.,Men are playing a game.,Asian men are also men.,
2677565007.jpg#1r1e,entailment,A couple on the side of the road talking.,A couple on the side of the road talking.,A couple on the side of the road talking is identical of A couple on the side of the road talking.,
23016221.jpg#2r1c,contradiction,female tennis player wearing yellow shorts.,male tennis player wearing yellow shorts.,They can either be male or female.,
2144459403.jpg#2r1e,entailment,Two women are straightening up a dinner table.,Women are straightening up a dinner table.,women is a rephrasing of two women.,
3498417123.jpg#4r1e,entailment,A group of men play rugby.,men play rugby,Men could be in a group.,
2054125670.jpg#4r2e,entailment,Man jumping off a rock into water.,Man jumping off a rock into water.,Man jumping off a rock into water. The are the  the same sentence.,
339543804.jpg#1r1e,entailment,"A person with glasses, has his hands up in the air, in front of a table with poker chips.","A person with glasses, has his hands up in the air",THE PERSON IS PLAYING POKER AND HAS HIS HANDS IN THE AIR.,
572149383.jpg#4r1e,entailment,A worker pauses while clearing vegetation.,A worker pauses while clearing vegetation.,Worker pauses is a restatement of worker pauses.,
290019324.jpg#2r1e,entailment,A white and black dog is running over dirt.,A white and black dog is running over dirt.,A black and white dog are two dogs who are running over dirt.,
3533470072.jpg#4r1e,entailment,Two girls waving two fingers.,two girls waving,"If girls wave two fingers, they are waving.",
3356700488.jpg#0r1e,entailment,A man in a blue shirt and a woman in a white shirt in front of a sign written in an Asian language.,A man in a blue shirt and a woman in a white shirt in front of a sign,man in a blue shirt and a woman in a white shirt in front of a sign is the same,
3174713468.jpg#2r1e,entailment,The woman places a ball into the jumping dog's mouth.,The woman places a ball,The woman places a ball is part of her description while placing a ball into the jumping dog's mouth.,
4865845932.jpg#1r1e,entailment,"A man in white coveralls and a respirator is polishing a large, curved mirror.","A man in white coveralls and a respirator is polishing a large, curved mirror",One can polish a mirror.,
468640364.jpg#2r3n,neutral,A photographer looks on as a fellow companion snaps a photo.,a photographer looks,A photographer could be taking a photo and not looks,
3810304603.jpg#4r1e,entailment,Chickenfoot plays a musical set on a stage.,chickenfoot plays a musical,"If someone plays a musical set anywhere, we know they play a musical.",
26720379.jpg#4r1e,entailment,A young boy asleep in a stroller.,A young boy asleep in a stroller.,boy is young,
4869891236.jpg#2r1e,entailment,"Street musicians playing a accordion, violin and a guitar.","Street musicians playing a accordion, violin and a guitar","The accordion, violin, and guitar, are all instruments that must be played.",
4890344819.jpg#2r1e,entailment,A group of people stand on a small platform in front of a building with arches.,People stand on a small platform in front of a building with arches.,"A group of people standing is the same as just people standing, and both groups are standing on a small platform in front of a building with arches.",
2481367956.jpg#4r1e,entailment,A child reaches for a bar.,A child reaches for a bar.,child reaches for a bar is same as child reaches for a bar,
2937497894.jpg#2r1n,neutral,A person on skies is up in the air over snow.,A person on skies,You can not infer they are on skies.,
230471791.jpg#4r1e,entailment,A man is kissing a woman on the cheek.,A man is kissing a woman,"""kissing a woman"" is a rephrasing of ""kissing a woman on the cheek.""",
4595984953.jpg#1r1e,entailment,"A man taking a picture of several people, including a man in a lime green suit.","A man taking a picture of several people,",Both are taking a picture.,
2649705487.jpg#4r1e,entailment,"A woman in yellow, jogging.","A woman in yellow, jogging.","Both sentences are exactly the same, a woman in yellow, jogging",
2224524855.jpg#4r1e,entailment,A band is playing music on a stage.,A band is playing music,"If a band is playing music on a stage, they are still playing music",
3007214949.jpg#0r1e,entailment,A boy and girl bounce on a trampoline nearby a playground and area of foliage.,A boy and girl bounce on a trampoline,Nearby a playground and area of foliage is the location of a trampoline.,
4761384077.jpg#0r1e,entailment,People waiting for a train on the underground platform of an urban metro system.,people waiting for a train,people waiting for a train means same as people waiting for a train,
4761384077.jpg#4r1e,entailment,Several people waiting on the subway.,people waiting on the subway,"in both sentences, people are waiting on the subway.",
568765229.jpg#1r1e,entailment,A man on a bike is riding past a yellow building that has been marked with graffiti.,A man on a bike is riding past a yellow building,"There could be multiple yellow buildings, however, it is pertinent that this has been marked with graffiti.",
3331021833.jpg#4r1n,neutral,People walking around open air markets.,people walking around,People walking around open air markets does not indicate that people walking around,
4672034241.jpg#2r1e,entailment,"A man assists a young boy, who is seated in a form-fitted green plastic toy.",A man assists a young boy,A man assists a young boy regardless of the task he is assisting with.,
2549228224.jpg#1r1e,entailment,A group of Native Americans sit in a circle chanting and beating a drum.,native americans sit,"The first sentence says ""Native Americans sit"" as does the second sentence: native americans sit",
526074837.jpg#1r1e,entailment,A woman in a Green Day shirt on a boat hooks something with a fishing pole.,A woman in a Green Day shirt on a boat hooks something with a fishing pole.,Shirt is a green day shirt,
3544803461.jpg#4r1e,entailment,Two men box.,Two men box.,Two men box is the same sentence.,
7719481340.jpg#0r3e,entailment,"Basketball players in a stadium with the audience behind them, one player is about to slam dunk and score.",Basketball players in a stadium,an audience is usually present in a stadium,
5092277295.jpg#1r1e,entailment,Two sets of street performers performing for a group of three on the street corner.,Street performers performing for a group of three on the street corner.,corner street is the best,
2844846111.jpg#2r2e,entailment,A rock climber hangs from a ledge while others look on.,A rock climber hangs from a ledge while others look on.,A rock climber hangs from a ledge while others look on is a rephrasing A rock climber hangs from a ledge while others look o,
3616525288.jpg#4r1e,entailment,The people are racing horses.,The people are racing horses,Racing horses is necessarily the same as racing horses.,
3281611946.jpg#0r1e,entailment,A bearded man in a blue shirt ls laughing while a suited mustached man holds up a glass.,A bearded man in a blue shirt ls laughing while a suited mustached man holds up a glass.,bearded man in a blue shirt ls laughing is same as bearded man in a blue shirt ls laughing,
3527407036.jpg#0r1e,entailment,This is an aerial view of people standing around in a crowded room.,This is an aerial view of people standing around,"""People standing around"" are a paraphrase of  ""people standing in a crowded room.""",
6861028771.jpg#3r1e,entailment,A row of old fashion wagons being pulled by cattle.,Wagons being pulled,There are no modern wagons as such it is likely old fashion. Wagons are pulled by cattle.,
823696468.jpg#4r1e,entailment,A man grilling three pieces of salmon outside.,a man grilling three pieces of salmon,''a man grilling three pieces of salmon '' is a rephrasing ''  a man grilling three pieces of salmon '',
282131366.jpg#2r1e,entailment,A woman is walking on a rope by a lack as the sun sets.,A woman is walking on a rope,"""A woman is walking on a rope"" is restating with less details ""a woman is walking on a rope by a lack.""",
6979707950.jpg#4r1e,entailment,A picture of a racer from go-kart street race.,a picture of a racer,It is implied that it is the same picture of the  racer in the go-kart street race.,
5455501634.jpg#1r1e,entailment,A group of people are near a small river in the middle of a city.,A group of people are near a small river,in a both sentence peoples are near a river.,
3594421304.jpg#3r1e,entailment,Two women laughing together at a table.,Women laughing together at a table.,"There must be two women for it to be women, otherwise it would be just a woman.",
4329180566.jpg#2r1n,neutral,Three young Asian students stand in front of class.,Young Asian students stand in front of class.,"No new information is expressed, apparently the students can be assumed to be Asian.",
4826588527.jpg#1r1e,entailment,Several people noticing a couple who seems to be painted in silver paint.,A couple who seems to be painted in silver paint.,If someone is noticing a couple then there is a couple.,
1479857177.jpg#4r1e,entailment,A man scuba diving underwater.,A man scuba diving,a man can only be scuba diving underwater.,
3275241472.jpg#2r1e,entailment,A man wearing a white shirt and jeans is wrestling with a man wearing a light blue shirt and white pants.,A man wearing a white shirt and jeans is wrestling with a man wearing a light blue shirt and white pants,A man wearing a white shirt and jeans is wrestling with a man wearing a light blue shirt and white pants is the repeat of the original scenario.,
72218201.jpg#0r1e,entailment,The children are running in the snow with fences in the background.,Children are running in the snow,children are in snow running,
2682938578.jpg#4r1e,entailment,People sitting outside under a green umbrella.,People sitting outside,Sitting is sitting.,
6341181416.jpg#4r1e,entailment,A high school football running back sprints towards the end zone.,A high school football running back,"There is a high school football running back sprinting, which means there must be a running back to do the sprinting.",
2482629385.jpg#3r1e,entailment,A brown dog wading into a marshy pond.,A brown dog wading,A brown dog is wading in a marshy pond.,
4742826670.jpg#1r1e,entailment,A man wearing a baseball hat using public transportation.,A man wearing a baseball hat using public transportation.,wearing is same as wearing.,
3313188616.jpg#3r1e,entailment,"Tourists visiting a landmark, taking pictures.",tourists visiting a landmark,Tourists visiting a landmark so  tourists visiting a landmark,
3187395715.jpg#2r1e,entailment,A skateboarder midair with his skateboard.,A skateboarder midair with his skateboard.,A skateboarder with his skateboard is midair.,
2539603374.jpg#1r1e,entailment,The family lines up for a photo at a wedding.,the family lines up for a photo,The Family can lines up for a photo at a wedding only.,
2872963574.jpg#3r1e,entailment,Two opposing hockey players collide.,hockey players collide,Two opposing hockey players is the same as two hockey players.,
2657484284.jpg#0r1e,entailment,A kayak on the river is passing by a wire bridge that joins both banks.,a kayak on the river,A kayak would be on the river.,
139245992.jpg#3r5e,entailment,Man on the beach is throwing a red ball.,Man on the beach,Man on the beach is throwing a red ball.  The person is a man on the beach.,
370162396.jpg#2r1e,entailment,A group of hispanic women and children walking down the street.,A group of hispanic women and children walking down the street,Women and children are walking on the street.,
565490650.jpg#1r1e,entailment,A young girl in a karate uniform jumps off a trampoline as her instructor looks on.,A young girl in a karate uniform jumps off a trampoline,A young girl who practicing karate should be in a karate uniform.,
3023753964.jpg#4r1e,entailment,Two woman examine a photograph on a camera.,Two woman examine a photograph,Photographs are taken on a camera.,
7026785077.jpg#1r1e,entailment,A basketball player slam dunking the basketball during a game as the crowd and players watch.,A basketball player slam dunking the basketball,slam dunking the basketball during a game can also be said as  slam dunking the basketball,
86120374.jpg#2r1e,entailment,"At some sort of carnival, a man is making cotton candy.",A man is making cotton candy,A man making cotton candy at some sort of carnival.,
4362931553.jpg#1r1e,entailment,An Asian lady is wearing colorful clothing including a head covering.,An Asian lady is wearing colorful clothing,"The lady is wearing colorful clothing, including a head covering. The head covering must be part of the colorful clothing.",
193597277.jpg#0r1e,entailment,A man is standing under an arch near a Wendy's restaurant.,a man is standing,Under an arch is where the man is standing.,
3049092854.jpg#3r1n,neutral,Two people are kayaking across the water in front of a cloudy sky.,Two people are kayaking,Just saying they are kayaking implies nothing else is going on.,
4224693415.jpg#0r1e,entailment,Multiple butchers prepossessing meat and hanging it.,Butchers prepossessing meat and hanging it.,MULTIPLE BUTCHERS REPRESENTS BUTCHERS,
3722051605.jpg#3r1e,entailment,A group of people are standing around a dragster.,People are standing,"A group of people is people, if a group stands the people are standing.",
1434005938.jpg#4r1e,entailment,a man wears a backpack.,A man wears a backpack,A person can wear a backpack,
3211556865.jpg#0r1e,entailment,The man is standing on the rocks above the river with his arms in the air.,The man is standing on the rocks,"The phrase ""the man is standing on the rocks"" is used in both sentences.",
247706586.jpg#4r1e,entailment,A man is sitting on rock ledges.,A man is sitting on rock ledges.,man is on rock ledges,
4812955659.jpg#4r1e,entailment,The man in the middle is standing up.,Man in the middle is standing up,A man is standing up in the middle.,
5163589087.jpg#1r1e,entailment,"Six black men are dancing outside on the dirt ground, two of them carrying sticks.",Men are dancing,Men are dancing is a rephrasing of black men are dancing outside,
3673642950.jpg#4r1e,entailment,Costumed people are marching in a parade.,people are marching,"If costumed people are marching in a parade, it follows that people are marching.",
154653766.jpg#4r1e,entailment,Four people in front of wells fargo.,People in front of Wells Fargo.,Four people are people,
459560694.jpg#2r1e,entailment,A man is setting up or turning on lights.,A man is setting up,Setting up is setting up.,
511643051.jpg#0r1e,entailment,A person with a scarf over their head and a boy in a black t-shirt looking at what appear to be olives in a pile on a tarp on the ground.,a person with a scarf,A person with a scarf over their head is looking at the ground.,
2251152321.jpg#0r1e,entailment,"A child standing on a chair to shove his face into a fire by a candle, his negligent father watches on in bemusement.",A child standing on a chair,A child is able to stand on a chair.,
146021298.jpg#4r1e,entailment,Three men in fishing caps are standing on rocks.,Men in fishing caps are standing on rocks.,A group of men could be three men.,
3030954073.jpg#2r1e,entailment,A man with a red wig and other people in costumes are gathered.,People in costumes are gathered.,A red wig is a type of costume.,
116409198.jpg#3r1e,entailment,A man sitting near a tent in the snow and ice.,a man sitting near a tent,A man just sitting near a tent in the snow and ice.,
183647966.jpg#4r1e,entailment,A man working on a ticket box.,A man working,A man working on a ticket box is a rewording of A man working,
269630255.jpg#3r1e,entailment,A pitbull is returning a stick during a game of fetch.,A pitbull is returning a stick,The stick is the fetch item during the game.,
5233199881.jpg#3r1e,entailment,Several people are practicing a dance.,People are practicing a dance,Several people are referred to as people.,
1422951807.jpg#3r1e,entailment,A woman shares her meal with another.,A woman shares her meal,It is obvious that a woman shares her meal.,
4850648855.jpg#0r1e,entailment,A man is standing beside a parking meter with a camera while a crowd stands and sits around him.,A man is standing beside a parking meter with a camera,It is obvious that a man is standing beside a parking meter,
3609645320.jpg#4r1e,entailment,A family poses seated on concrete steps.,A family poses seated on concrete steps,""" A family poses seated on concrete steps "" is repeated.",
4957739389.jpg#1r1e,entailment,"Cars are parked in a lot in the foreground, while buildings and smokestacks rise in the background.",Cars are parked in a lot in the foreground,Cars are parked means the same as cars are parked.,
6929815804.jpg#0r1e,entailment,A old man wearing a red shirt driving a tractor with several cards in the background of a field.,A old man wearing a red shirt driving a tractor,He would drive his tractor in a field.,
3254993045.jpg#1r1e,entailment,A group of people are walking up steps leading up to a bridge.,A group of people are walking up steps leading up to a bridge.,A group of people are walking up steps toward a bridge.,
3706019147.jpg#0r1e,entailment,A boat full of Asian people is sailed through reeds and bushes.,A boat full of Asian people,boat is full,
3690189273.jpg#2r1e,entailment,A woman is running a race carrying a plastic bottle.,A woman is running a race,A woman is running a race is same as A woman is running a race,
4655970720.jpg#3r1e,entailment,A man is walking down a narrow walkway.,A man is walking,A man walking down on a walkway doesn't have to be narrow.,
1213185795.jpg#1r1e,entailment,Man standing at the counter of a wood paneled room.,Man standing at the counter,standing at the counter is the same in both,
2044546977.jpg#0r1e,entailment,A woman wearing a blue dress is holding a microphone and smiling while her friend looks on.,A woman wearing a blue dress is holding a microphone and smiling while her friend looks on.,The two sentences are the same stating a woman wearing a blue dress is holding a microphone and smiling,
3731335528.jpg#0r1e,entailment,The lead singer of Green Day is singing into a microphone and wearing his guitar and there is a young boy behind him.,The lead singer of Green Day is singing,The lead singer is singing on a green day into a microphone with his guitar,
366548880.jpg#1r1e,entailment,two dogs jump in a snowy field with snowcapped rocks in the background,Two dogs jump in a snowy field,jump in a snowy field with snowcapped rocks in the background implies that the two dogs are jump in a snowy field,
3538021517.jpg#3r1n,neutral,Two kids are playing soccer together.,Two kids are playing,This does not indicate that the kids are playing soccer,
4448862529.jpg#2r1e,entailment,One man dives for the ball as other players attempt control during a soccer game.,one man dives for the ball,One man dives for the ball is a simplification of the original information.,
1499928560.jpg#3r1e,entailment,Woman cleaning the windows of a building.,Woman cleaning the windows of a building.,A woman cleaning is a woman cleaning.,
1456630952.jpg#4r1e,entailment,A boy plays outside near a wooden fence.,a boy plays outside,A boy is playing near a wooden fence,
